sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"HSPG2","Approved symbol","HSPG2","heparan sulfate proteoglycan 2","HGNC:5273","1p36.12"
"PNKP","Approved symbol","PNKP","polynucleotide kinase 3'-phosphatase","HGNC:9154","19q13.33"
"ASAH1","Approved symbol","ASAH1","N-acylsphingosine amidohydrolase 1","HGNC:735","8p22"
"PRKCE","Approved symbol","PRKCE","protein kinase C epsilon","HGNC:9401","2p21"
"SEC63","Approved symbol","SEC63","SEC63 homolog, protein translocation regulator","HGNC:21082","6q21"
"PRC1","Approved symbol","PRC1","protein regulator of cytokinesis 1","HGNC:9341","15q26.1"
"RPL10","Approved symbol","RPL10","ribosomal protein L10","HGNC:10298","Xq28"
"TRIB3","Approved symbol","TRIB3","tribbles pseudokinase 3","HGNC:16228","20p13"
"PTGER3","Approved symbol","PTGER3","prostaglandin E receptor 3","HGNC:9595","1p31.1"
"CXCL12","Approved symbol","CXCL12","C-X-C motif chemokine ligand 12","HGNC:10672","10q11.21"
"SCFD1","Approved symbol","SCFD1","sec1 family domain containing 1","HGNC:20726","14q12"
"BIRC5","Approved symbol","BIRC5","baculoviral IAP repeat containing 5","HGNC:593","17q25.3"
"MIR217","Approved symbol","MIR217","microRNA 217","HGNC:31594","2p16.1"
"CTCFL","Approved symbol","CTCFL","CCCTC-binding factor like","HGNC:16234","20q13.31"
"WRN","Approved symbol","WRN","WRN RecQ like helicase","HGNC:12791","8p12"
"GPR27","Approved symbol","GPR27","G protein-coupled receptor 27","HGNC:4482","3p13"
"ING2","Approved symbol","ING2","inhibitor of growth family member 2","HGNC:6063","4q35.1"
"ZNF696","Approved symbol","ZNF696","zinc finger protein 696","HGNC:25872","8q24.3"
"PKD1","Approved symbol","PKD1","polycystin 1, transient receptor potential channel interacting","HGNC:9008","16p13.3"
"NR3C2","Approved symbol","NR3C2","nuclear receptor subfamily 3 group C member 2","HGNC:7979","4q31"
"VRK1","Approved symbol","VRK1","VRK serine/threonine kinase 1","HGNC:12718","14q32.2"
"ZGRF1","Approved symbol","ZGRF1","zinc finger GRF-type containing 1","HGNC:25654","4q25"
"HRG","Approved symbol","HRG","histidine rich glycoprotein","HGNC:5181","3q27.3"
"GALNT2","Approved symbol","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2","HGNC:4124","1q42.13"
"MRPS9","Approved symbol","MRPS9","mitochondrial ribosomal protein S9","HGNC:14501","2q12.1"
"SOX2","Approved symbol","SOX2","SRY-box transcription factor 2","HGNC:11195","3q26.33"
"CLINT1","Approved symbol","CLINT1","clathrin interactor 1","HGNC:23186","5q33.3"
"BRD8","Approved symbol","BRD8","bromodomain containing 8","HGNC:19874","5q31.2"
"GXYLT1","Approved symbol","GXYLT1","glucoside xylosyltransferase 1","HGNC:27482","12q12"
"CKMT1B","Approved symbol","CKMT1B","creatine kinase, mitochondrial 1B","HGNC:1995","15q15.3"
"BOC","Approved symbol","BOC","BOC cell adhesion associated, oncogene regulated","HGNC:17173","3q13.2"
"SH3BP2","Approved symbol","SH3BP2","SH3 domain binding protein 2","HGNC:10825","4p16.3"
"OTUB2","Approved symbol","OTUB2","OTU deubiquitinase, ubiquitin aldehyde binding 2","HGNC:20351","14q32.12"
"RHOA","Approved symbol","RHOA","ras homolog family member A","HGNC:667","3p21.31"
"C1QBP","Approved symbol","C1QBP","complement C1q binding protein","HGNC:1243","17p13.2"
"GPR149","Approved symbol","GPR149","G protein-coupled receptor 149","HGNC:23627","3q25.2"
"LIG3","Approved symbol","LIG3","DNA ligase 3","HGNC:6600","17q12"
"GUSBP1","Approved symbol","GUSBP1","GUSB pseudogene 1","HGNC:13670","5p14.3"
"MCM3","Approved symbol","MCM3","minichromosome maintenance complex component 3","HGNC:6945","6p12.2"
"CPA4","Approved symbol","CPA4","carboxypeptidase A4","HGNC:15740","7q32.2"
"ETV7","Approved symbol","ETV7","ETS variant transcription factor 7","HGNC:18160","6p21.31"
"RHOT1","Approved symbol","RHOT1","ras homolog family member T1","HGNC:21168","17q11.2"
"GZMM","Approved symbol","GZMM","granzyme M","HGNC:4712","19p13.3"
"PSMA2","Approved symbol","PSMA2","proteasome 20S subunit alpha 2","HGNC:9531","7p14.1"
"FGFR1OP","Approved symbol","FGFR1OP","FGFR1 oncogene partner","HGNC:17012","6q27"
"KRT1","Approved symbol","KRT1","keratin 1","HGNC:6412","12q13.13"
"RAP1B","Approved symbol","RAP1B","RAP1B, member of RAS oncogene family","HGNC:9857","12q15"
"NUP160","Approved symbol","NUP160","nucleoporin 160","HGNC:18017","11p11.2"
"MPI","Approved symbol","MPI","mannose phosphate isomerase","HGNC:7216","15q24.1"
"GPS1","Approved symbol","GPS1","G protein pathway suppressor 1","HGNC:4549","17q25.3"
"CABLES1","Approved symbol","CABLES1","Cdk5 and Abl enzyme substrate 1","HGNC:25097","18q11.2"
"EMC2","Approved symbol","EMC2","ER membrane protein complex subunit 2","HGNC:28963","8q23.1"
"DPEP3","Approved symbol","DPEP3","dipeptidase 3","HGNC:23029","16q22.1"
"TOLLIP","Approved symbol","TOLLIP","toll interacting protein","HGNC:16476","11p15.5"
"DTX3L","Approved symbol","DTX3L","deltex E3 ubiquitin ligase 3L","HGNC:30323","3q21.1"
"ARAF","Approved symbol","ARAF","A-Raf proto-oncogene, serine/threonine kinase","HGNC:646","Xp11.3"
"PLA2G4A","Approved symbol","PLA2G4A","phospholipase A2 group IVA","HGNC:9035","1q31.1"
"ZNF644","Approved symbol","ZNF644","zinc finger protein 644","HGNC:29222","1p22.2"
"PPP2R2B","Approved symbol","PPP2R2B","protein phosphatase 2 regulatory subunit Bbeta","HGNC:9305","5q32"
"HSCB","Approved symbol","HSCB","HscB mitochondrial iron-sulfur cluster cochaperone","HGNC:28913","22q12.1"
"VAMP1","Approved symbol","VAMP1","vesicle associated membrane protein 1","HGNC:12642","12p13.31"
"SCAMP3","Approved symbol","SCAMP3","secretory carrier membrane protein 3","HGNC:10565","1q22"
"RAB2A","Approved symbol","RAB2A","RAB2A, member RAS oncogene family","HGNC:9763","8q12.1-q12.2"
"MMP7","Approved symbol","MMP7","matrix metallopeptidase 7","HGNC:7174","11q22.2"
"PRMT3","Approved symbol","PRMT3","protein arginine methyltransferase 3","HGNC:30163","11p15.1"
"RAD54L2","Approved symbol","RAD54L2","RAD54 like 2","HGNC:29123","3p21.2"
"FGR","Approved symbol","FGR","FGR proto-oncogene, Src family tyrosine kinase","HGNC:3697","1p35.3"
"CPSF7","Approved symbol","CPSF7","cleavage and polyadenylation specific factor 7","HGNC:30098","11q12.2"
"MIRLET7G","Approved symbol","MIRLET7G","microRNA let-7g","HGNC:31485","3p21.2"
"G3BP2","Approved symbol","G3BP2","G3BP stress granule assembly factor 2","HGNC:30291","4q21.1"
"SIAH2","Approved symbol","SIAH2","siah E3 ubiquitin protein ligase 2","HGNC:10858","3q25.1"
"DAD1","Approved symbol","DAD1","defender against cell death 1","HGNC:2664","14q11.2"
"HNRNPLL","Approved symbol","HNRNPLL","heterogeneous nuclear ribonucleoprotein L like","HGNC:25127","2p22.1"
"VASP","Approved symbol","VASP","vasodilator stimulated phosphoprotein","HGNC:12652","19q13.32"
"TIMM13","Approved symbol","TIMM13","translocase of inner mitochondrial membrane 13","HGNC:11816","19p13.3"
"SLC1A5","Approved symbol","SLC1A5","solute carrier family 1 member 5","HGNC:10943","19q13.32"
"DIS3L2","Approved symbol","DIS3L2","DIS3 like 3'-5' exoribonuclease 2","HGNC:28648","2q37.1"
"ANP32B","Approved symbol","ANP32B","acidic nuclear phosphoprotein 32 family member B","HGNC:16677","9q22.33"
"FAM9B","Approved symbol","FAM9B","family with sequence similarity 9 member B","HGNC:18404","Xp22.31"
"RPL26L1","Approved symbol","RPL26L1","ribosomal protein L26 like 1","HGNC:17050","5q35.1"
"EHMT2","Approved symbol","EHMT2","euchromatic histone lysine methyltransferase 2","HGNC:14129","6p21.33"
"ATF7IP","Approved symbol","ATF7IP","activating transcription factor 7 interacting protein","HGNC:20092","12p13.1"
"ARHGEF5","Approved symbol","ARHGEF5","Rho guanine nucleotide exchange factor 5","HGNC:13209","7q35"
"TOB1","Approved symbol","TOB1","transducer of ERBB2, 1","HGNC:11979","17q21.33"
"CRCT1","Approved symbol","CRCT1","cysteine rich C-terminal 1","HGNC:29875","1q21.3"
"SAE1","Approved symbol","SAE1","SUMO1 activating enzyme subunit 1","HGNC:30660","19q13.32"
"KRAS","Approved symbol","KRAS","KRAS proto-oncogene, GTPase","HGNC:6407","12p12.1"
"MIR9-3","Approved symbol","MIR9-3","microRNA 9-3","HGNC:31646","15q26.1"
"CDC16","Approved symbol","CDC16","cell division cycle 16","HGNC:1720","13q34"
"STX7","Approved symbol","STX7","syntaxin 7","HGNC:11442","6q23.2"
"MCUB","Approved symbol","MCUB","mitochondrial calcium uniporter dominant negative subunit beta","HGNC:26076","4q25"
"TRPV5","Approved symbol","TRPV5","transient receptor potential cation channel subfamily V member 5","HGNC:3145","7q34"
"SAMHD1","Approved symbol","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","HGNC:15925","20q11.23"
"DSP","Approved symbol","DSP","desmoplakin","HGNC:3052","6p24.3"
"USP54","Approved symbol","USP54","ubiquitin specific peptidase 54","HGNC:23513","10q22.2"
"LIME1","Approved symbol","LIME1","Lck interacting transmembrane adaptor 1","HGNC:26016","20q13.33"
"ZEB1","Approved symbol","ZEB1","zinc finger E-box binding homeobox 1","HGNC:11642","10p11.22"
"LMLN","Approved symbol","LMLN","leishmanolysin like peptidase","HGNC:15991","3q29"
"ZNF518A","Approved symbol","ZNF518A","zinc finger protein 518A","HGNC:29009","10q24.1"
"ADAMTSL4","Approved symbol","ADAMTSL4","ADAMTS like 4","HGNC:19706","1q21.2"
"ZNF579","Approved symbol","ZNF579","zinc finger protein 579","HGNC:26646","19q13.42"
"NIPBL","Approved symbol","NIPBL","NIPBL cohesin loading factor","HGNC:28862","5p13.2"
"TNFRSF10C","Approved symbol","TNFRSF10C","TNF receptor superfamily member 10c","HGNC:11906","8p21.3"
"ADRM1","Approved symbol","ADRM1","adhesion regulating molecule 1","HGNC:15759","20q13.33"
"IL12A","Approved symbol","IL12A","interleukin 12A","HGNC:5969","3q25.33"
"SRI","Approved symbol","SRI","sorcin","HGNC:11292","7q21.12"
"ZNHIT3","Approved symbol","ZNHIT3","zinc finger HIT-type containing 3","HGNC:12309","17q12"
"GADD45G","Approved symbol","GADD45G","growth arrest and DNA damage inducible gamma","HGNC:4097","9q22.2"
"EREG","Approved symbol","EREG","epiregulin","HGNC:3443","4q13.3"
"VAV1","Approved symbol","VAV1","vav guanine nucleotide exchange factor 1","HGNC:12657","19p13.3"
"KIF15","Approved symbol","KIF15","kinesin family member 15","HGNC:17273","3p21.31"
"UBE2E3","Approved symbol","UBE2E3","ubiquitin conjugating enzyme E2 E3","HGNC:12479","2q31.3"
"MOV10","Approved symbol","MOV10","Mov10 RISC complex RNA helicase","HGNC:7200","1p13.2"
"USP4","Approved symbol","USP4","ubiquitin specific peptidase 4","HGNC:12627","3p21.31"
"MS4A12","Approved symbol","MS4A12","membrane spanning 4-domains A12","HGNC:13370","11q12.2"
"UBE2B","Approved symbol","UBE2B","ubiquitin conjugating enzyme E2 B","HGNC:12473","5q31.1"
"PPP2CA","Approved symbol","PPP2CA","protein phosphatase 2 catalytic subunit alpha","HGNC:9299","5q31.1"
"NCDN","Approved symbol","NCDN","neurochondrin","HGNC:17597","1p34.3"
"PNN","Approved symbol","PNN","pinin, desmosome associated protein","HGNC:9162","14q21.1"
"MKNK2","Approved symbol","MKNK2","MAPK interacting serine/threonine kinase 2","HGNC:7111","19p13.3"
"SMC1A","Approved symbol","SMC1A","structural maintenance of chromosomes 1A","HGNC:11111","Xp11.22"
"ITM2B","Approved symbol","ITM2B","integral membrane protein 2B","HGNC:6174","13q14.2"
"MYOD1","Approved symbol","MYOD1","myogenic differentiation 1","HGNC:7611","11p15.1"
"APLF","Approved symbol","APLF","aprataxin and PNKP like factor","HGNC:28724","2p13.3"
"PRRC2C","Approved symbol","PRRC2C","proline rich coiled-coil 2C","HGNC:24903","1q24.3"
"PRKCI","Approved symbol","PRKCI","protein kinase C iota","HGNC:9404","3q26.2"
"ATP1B3","Approved symbol","ATP1B3","ATPase Na+/K+ transporting subunit beta 3","HGNC:806","3q23"
"MIA2","Approved symbol","MIA2","MIA SH3 domain ER export factor 2","HGNC:18432","14q13.2"
"NPM3","Approved symbol","NPM3","nucleophosmin/nucleoplasmin 3","HGNC:7931","10q24.32"
"LAP3","Approved symbol","LAP3","leucine aminopeptidase 3","HGNC:18449","4p15.32"
"C6orf120","Approved symbol","C6orf120","chromosome 6 open reading frame 120","HGNC:21247","6q27"
"PFDN4","Approved symbol","PFDN4","prefoldin subunit 4","HGNC:8868","20q13.2"
"KMT2A","Approved symbol","KMT2A","lysine methyltransferase 2A","HGNC:7132","11q23.3"
"TTI2","Approved symbol","TTI2","TELO2 interacting protein 2","HGNC:26262","8p12"
"REPS1","Approved symbol","REPS1","RALBP1 associated Eps domain containing 1","HGNC:15578","6q24.1"
"PHLDA1","Approved symbol","PHLDA1","pleckstrin homology like domain family A member 1","HGNC:8933","12q15"
"MRM3","Approved symbol","MRM3","mitochondrial rRNA methyltransferase 3","HGNC:18485","17p13.3"
"CWC22","Approved symbol","CWC22","CWC22 spliceosome associated protein homolog","HGNC:29322","2q31.3"
"ST8SIA4","Approved symbol","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","HGNC:10871","5q21.1"
"SIAH1","Approved symbol","SIAH1","siah E3 ubiquitin protein ligase 1","HGNC:10857","16q12.1"
"CSF1R","Approved symbol","CSF1R","colony stimulating factor 1 receptor","HGNC:2433","5q32"
"OGT","Approved symbol","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase","HGNC:8127","Xq13.1"
"ARFGEF2","Approved symbol","ARFGEF2","ADP ribosylation factor guanine nucleotide exchange factor 2","HGNC:15853","20q13.13"
"ATXN2L","Approved symbol","ATXN2L","ataxin 2 like","HGNC:31326","16p11.2"
"SPTLC2","Approved symbol","SPTLC2","serine palmitoyltransferase long chain base subunit 2","HGNC:11278","14q24.3"
"PELP1","Approved symbol","PELP1","proline, glutamate and leucine rich protein 1","HGNC:30134","17p13.2"
"CCDC106","Approved symbol","CCDC106","coiled-coil domain containing 106","HGNC:30181","19q13.42"
"VIPR2","Approved symbol","VIPR2","vasoactive intestinal peptide receptor 2","HGNC:12695","7q36.3"
"LYN","Approved symbol","LYN","LYN proto-oncogene, Src family tyrosine kinase","HGNC:6735","8q12.1"
"MET","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31"
"MACF1","Approved symbol","MACF1","microtubule actin crosslinking factor 1","HGNC:13664","1p34.3"
"TFAM","Approved symbol","TFAM","transcription factor A, mitochondrial","HGNC:11741","10q21.1"
"TRIM21","Approved symbol","TRIM21","tripartite motif containing 21","HGNC:11312","11p15.5-p15.3"
"SLC33A1","Approved symbol","SLC33A1","solute carrier family 33 member 1","HGNC:95","3q25.31"
"TNS1","Approved symbol","TNS1","tensin 1","HGNC:11973","2q35"
"SIGLEC1","Approved symbol","SIGLEC1","sialic acid binding Ig like lectin 1","HGNC:11127","20p13"
"CYLD","Approved symbol","CYLD","CYLD lysine 63 deubiquitinase","HGNC:2584","16q12.1"
"PADI4","Approved symbol","PADI4","peptidyl arginine deiminase 4","HGNC:18368","1p36.13"
"CCDC112","Approved symbol","CCDC112","coiled-coil domain containing 112","HGNC:28599","5q22.3"
"KRTAP10-1","Approved symbol","KRTAP10-1","keratin associated protein 10-1","HGNC:22966","21q22.3"
"APIP","Approved symbol","APIP","APAF1 interacting protein","HGNC:17581","11p13"
"COPG2","Approved symbol","COPG2","COPI coat complex subunit gamma 2","HGNC:2237","7q32.2"
"EFR3A","Approved symbol","EFR3A","EFR3 homolog A","HGNC:28970","8q24.22"
"MYO7A","Approved symbol","MYO7A","myosin VIIA","HGNC:7606","11q13.5"
"DOK1","Approved symbol","DOK1","docking protein 1","HGNC:2990","2p13.1"
"FKBP6","Approved symbol","FKBP6","FKBP prolyl isomerase 6","HGNC:3722","7q11.23"
"ANKHD1","Approved symbol","ANKHD1","ankyrin repeat and KH domain containing 1","HGNC:24714","5q31.3"
"GRID1","Approved symbol","GRID1","glutamate ionotropic receptor delta type subunit 1","HGNC:4575","10q23.1-q23.2"
"DDX42","Approved symbol","DDX42","DEAD-box helicase 42","HGNC:18676","17q23.3"
"RTN2","Approved symbol","RTN2","reticulon 2","HGNC:10468","19q13.32"
"CACYBP","Approved symbol","CACYBP","calcyclin binding protein","HGNC:30423","1q25.1"
"CCR3","Approved symbol","CCR3","C-C motif chemokine receptor 3","HGNC:1604","3p21.31"
"PPP2R5C","Approved symbol","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma","HGNC:9311","14q32.31"
"GIMAP5","Approved symbol","GIMAP5","GTPase, IMAP family member 5","HGNC:18005","7q36.1"
"EML6","Approved symbol","EML6","EMAP like 6","HGNC:35412","2p16.1"
"ZRSR2","Approved symbol","ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2","HGNC:23019","Xp22.2"
"MCC","Approved symbol","MCC","MCC regulator of WNT signaling pathway","HGNC:6935","5q22.2"
"MIR9-2","Approved symbol","MIR9-2","microRNA 9-2","HGNC:31642","5q14.3"
"SURF4","Approved symbol","SURF4","surfeit 4","HGNC:11476","9q34.2"
"PPIF","Approved symbol","PPIF","peptidylprolyl isomerase F","HGNC:9259","10q22.3"
"GCNT2","Approved symbol","GCNT2","glucosaminyl (N-acetyl) transferase 2 (I blood group)","HGNC:4204","6p24.3-p24.2"
"POLR2B","Approved symbol","POLR2B","RNA polymerase II subunit B","HGNC:9188","4q12"
"HBD","Approved symbol","HBD","hemoglobin subunit delta","HGNC:4829","11p15.4"
"NTN4","Approved symbol","NTN4","netrin 4","HGNC:13658","12q22"
"EIF3E","Approved symbol","EIF3E","eukaryotic translation initiation factor 3 subunit E","HGNC:3277","8q23.1"
"RPL41","Approved symbol","RPL41","ribosomal protein L41","HGNC:10354","12q13"
"HOOK2","Approved symbol","HOOK2","hook microtubule tethering protein 2","HGNC:19885","19p13.13"
"GGCT","Approved symbol","GGCT","gamma-glutamylcyclotransferase","HGNC:21705","7p14.3"
"SAC3D1","Approved symbol","SAC3D1","SAC3 domain containing 1","HGNC:30179","11q13.1"
"NECAP2","Approved symbol","NECAP2","NECAP endocytosis associated 2","HGNC:25528","1p36.13"
"TMPRSS3","Approved symbol","TMPRSS3","transmembrane serine protease 3","HGNC:11877","21q22.3"
"CARM1","Approved symbol","CARM1","coactivator associated arginine methyltransferase 1","HGNC:23393","19p13.2"
"VCP","Approved symbol","VCP","valosin containing protein","HGNC:12666","9p13.3"
"NRG1","Approved symbol","NRG1","neuregulin 1","HGNC:7997","8p12"
"SERPINA1","Approved symbol","SERPINA1","serpin family A member 1","HGNC:8941","14q32.13"
"PSMB5","Approved symbol","PSMB5","proteasome 20S subunit beta 5","HGNC:9542","14q11.2"
"API5","Approved symbol","API5","apoptosis inhibitor 5","HGNC:594","11p12"
"VCAM1","Approved symbol","VCAM1","vascular cell adhesion molecule 1","HGNC:12663","1p21.2"
"ARF1","Approved symbol","ARF1","ADP ribosylation factor 1","HGNC:652","1q42.13"
"CDC25C","Approved symbol","CDC25C","cell division cycle 25C","HGNC:1727","5q31.2"
"COG7","Approved symbol","COG7","component of oligomeric golgi complex 7","HGNC:18622","16p12.2"
"IGF1","Approved symbol","IGF1","insulin like growth factor 1","HGNC:5464","12q23.2"
"KATNBL1","Approved symbol","KATNBL1","katanin regulatory subunit B1 like 1","HGNC:26199","15q14"
"TWIST1","Approved symbol","TWIST1","twist family bHLH transcription factor 1","HGNC:12428","7p21.1"
"PTPRR","Approved symbol","PTPRR","protein tyrosine phosphatase receptor type R","HGNC:9680","12q15"
"MDK","Approved symbol","MDK","midkine","HGNC:6972","11p11.2"
"USP37","Approved symbol","USP37","ubiquitin specific peptidase 37","HGNC:20063","2q35"
"SAFB2","Approved symbol","SAFB2","scaffold attachment factor B2","HGNC:21605","19p13.3"
"CIAO1","Approved symbol","CIAO1","cytosolic iron-sulfur assembly component 1","HGNC:14280","2q11.2"
"MIR16-2","Approved symbol","MIR16-2","microRNA 16-2","HGNC:31546","3q25.33"
"HNF1A-AS1","Approved symbol","HNF1A-AS1","HNF1A antisense RNA 1","HGNC:26785","12q24.31"
"EIF4ENIF1","Approved symbol","EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1","HGNC:16687","22q12.2"
"PCDHB16","Approved symbol","PCDHB16","protocadherin beta 16","HGNC:14546","5q31.3"
"RUVBL1","Approved symbol","RUVBL1","RuvB like AAA ATPase 1","HGNC:10474","3q21.3"
"CCDC82","Approved symbol","CCDC82","coiled-coil domain containing 82","HGNC:26282","11q21"
"ARHGAP21","Approved symbol","ARHGAP21","Rho GTPase activating protein 21","HGNC:23725","10p12.1"
"SFN","Approved symbol","SFN","stratifin","HGNC:10773","1p36.11"
"WDR37","Approved symbol","WDR37","WD repeat domain 37","HGNC:31406","10p15.3"
"CLK2","Approved symbol","CLK2","CDC like kinase 2","HGNC:2069","1q22"
"RSBN1","Approved symbol","RSBN1","round spermatid basic protein 1","HGNC:25642","1p13.2"
"MTMR4","Approved symbol","MTMR4","myotubularin related protein 4","HGNC:7452","17q22"
"PON1","Approved symbol","PON1","paraoxonase 1","HGNC:9204","7q21.3"
"SPRY4","Approved symbol","SPRY4","sprouty RTK signaling antagonist 4","HGNC:15533","5q31.3"
"NFAT5","Approved symbol","NFAT5","nuclear factor of activated T cells 5","HGNC:7774","16q22.1"
"PSMD13","Approved symbol","PSMD13","proteasome 26S subunit, non-ATPase 13","HGNC:9558","11p15.5"
"BANP","Approved symbol","BANP","BTG3 associated nuclear protein","HGNC:13450","16q24.2"
"KCTD9","Approved symbol","KCTD9","potassium channel tetramerization domain containing 9","HGNC:22401","8p21.2"
"ARHGEF10","Approved symbol","ARHGEF10","Rho guanine nucleotide exchange factor 10","HGNC:14103","8p23.3"
"APEX1","Approved symbol","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1","HGNC:587","14q11.2"
"SULT1E1","Approved symbol","SULT1E1","sulfotransferase family 1E member 1","HGNC:11377","4q13.3"
"POLD3","Approved symbol","POLD3","DNA polymerase delta 3, accessory subunit","HGNC:20932","11q13.4"
"MIS18A","Approved symbol","MIS18A","MIS18 kinetochore protein A","HGNC:1286","21q22.11"
"LRRFIP2","Approved symbol","LRRFIP2","LRR binding FLII interacting protein 2","HGNC:6703","3p22.2"
"REV3L","Approved symbol","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit","HGNC:9968","6q21"
"DLX4","Approved symbol","DLX4","distal-less homeobox 4","HGNC:2917","17q21.33"
"ATG7","Approved symbol","ATG7","autophagy related 7","HGNC:16935","3p25.3"
"SLC1A6","Approved symbol","SLC1A6","solute carrier family 1 member 6","HGNC:10944","19p13.12"
"PTPRD","Approved symbol","PTPRD","protein tyrosine phosphatase receptor type D","HGNC:9668","9p24.1-p23"
"SPP1","Approved symbol","SPP1","secreted phosphoprotein 1","HGNC:11255","4q22.1"
"HSD17B10","Approved symbol","HSD17B10","hydroxysteroid 17-beta dehydrogenase 10","HGNC:4800","Xp11.22"
"CASP2","Approved symbol","CASP2","caspase 2","HGNC:1503","7q34"
"ZNF217","Approved symbol","ZNF217","zinc finger protein 217","HGNC:13009","20q13.2"
"RBMX","Approved symbol","RBMX","RNA binding motif protein X-linked","HGNC:9910","Xq26.3"
"RPS23","Approved symbol","RPS23","ribosomal protein S23","HGNC:10410","5q14.2"
"MYBPC1","Approved symbol","MYBPC1","myosin binding protein C1","HGNC:7549","12q23.2"
"SDHB","Approved symbol","SDHB","succinate dehydrogenase complex iron sulfur subunit B","HGNC:10681","1p36.13"
"TCF3","Approved symbol","TCF3","transcription factor 3","HGNC:11633","19p13.3"
"BRD4","Approved symbol","BRD4","bromodomain containing 4","HGNC:13575","19p13.12"
"EIF3I","Approved symbol","EIF3I","eukaryotic translation initiation factor 3 subunit I","HGNC:3272","1p35.2"
"FCF1","Approved symbol","FCF1","FCF1 rRNA-processing protein","HGNC:20220","14q24.3"
"BCL2L13","Approved symbol","BCL2L13","BCL2 like 13","HGNC:17164","22q11.21"
"PLK1","Approved symbol","PLK1","polo like kinase 1","HGNC:9077","16p12.2"
"MAGED1","Approved symbol","MAGED1","MAGE family member D1","HGNC:6813","Xp11.22"
"KMT2B","Approved symbol","KMT2B","lysine methyltransferase 2B","HGNC:15840","19q13.12"
"RNPS1","Approved symbol","RNPS1","RNA binding protein with serine rich domain 1","HGNC:10080","16p13.3"
"KRT8","Approved symbol","KRT8","keratin 8","HGNC:6446","12q13.13"
"SERPINF2","Approved symbol","SERPINF2","serpin family F member 2","HGNC:9075","17p13.3"
"DDX53","Approved symbol","DDX53","DEAD-box helicase 53","HGNC:20083","Xp22.11"
"TTC1","Approved symbol","TTC1","tetratricopeptide repeat domain 1","HGNC:12391","5q33.3"
"RASD2","Approved symbol","RASD2","RASD family member 2","HGNC:18229","22q12.3"
"PAK1","Approved symbol","PAK1","p21 (RAC1) activated kinase 1","HGNC:8590","11q13.5-q14.1"
"RTN3","Approved symbol","RTN3","reticulon 3","HGNC:10469","11q13"
"DCD","Approved symbol","DCD","dermcidin","HGNC:14669","12q13.2"
"SMG7","Approved symbol","SMG7","SMG7 nonsense mediated mRNA decay factor","HGNC:16792","1q25.3"
"MYL12B","Approved symbol","MYL12B","myosin light chain 12B","HGNC:29827","18p11.31"
"PCDHB11","Approved symbol","PCDHB11","protocadherin beta 11","HGNC:8682","5q31.3"
"SH3RF3","Approved symbol","SH3RF3","SH3 domain containing ring finger 3","HGNC:24699","2q13"
"PTK2","Approved symbol","PTK2","protein tyrosine kinase 2","HGNC:9611","8q24.3"
"SMARCAL1","Approved symbol","SMARCAL1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1","HGNC:11102","2q35"
"WNT3","Approved symbol","WNT3","Wnt family member 3","HGNC:12782","17q21.31-q21.32"
"FTH1","Approved symbol","FTH1","ferritin heavy chain 1","HGNC:3976","11q12.3"
"SKIL","Approved symbol","SKIL","SKI like proto-oncogene","HGNC:10897","3q26.2"
"CALML3","Approved symbol","CALML3","calmodulin like 3","HGNC:1452","10p15.1"
"FAM111A","Approved symbol","FAM111A","family with sequence similarity 111 member A","HGNC:24725","11q12.1"
"PLCG2","Approved symbol","PLCG2","phospholipase C gamma 2","HGNC:9066","16q24.1"
"MLLT6","Approved symbol","MLLT6","MLLT6, PHD finger containing","HGNC:7138","17q12"
"UBA2","Approved symbol","UBA2","ubiquitin like modifier activating enzyme 2","HGNC:30661","19q13.11"
"ZNF512B","Approved symbol","ZNF512B","zinc finger protein 512B","HGNC:29212","20q13.33"
"SAT1","Approved symbol","SAT1","spermidine/spermine N1-acetyltransferase 1","HGNC:10540","Xp22.11"
"APBA3","Approved symbol","APBA3","amyloid beta precursor protein binding family A member 3","HGNC:580","19p13.3"
"FBXO11","Approved symbol","FBXO11","F-box protein 11","HGNC:13590","2p16.3"
"SH2B1","Approved symbol","SH2B1","SH2B adaptor protein 1","HGNC:30417","16p11.2"
"PRDM2","Approved symbol","PRDM2","PR/SET domain 2","HGNC:9347","1p36.21"
"SENP1","Approved symbol","SENP1","SUMO specific peptidase 1","HGNC:17927","12q13.11"
"ITGB5","Approved symbol","ITGB5","integrin subunit beta 5","HGNC:6160","3q21.2"
"ATG14","Approved symbol","ATG14","autophagy related 14","HGNC:19962","14q22.3"
